Note,"Check all parsed colums in TestDataColumn enum , see TestPackage for csv parsing",,,,,,,,,,,,
algorithms,49,src/main/java,target/classes,target/test-classes,target/classes;target/test-classes,,com.github.pedrovgs.problem49.CombinationsOfChangeTest1,com.github.pedrovgs.problem49.CombinationsOfChange,com.github.pedrovgs.problem49,,,X,
algorithms,50a,src/main/java,target/classes,target/test-classes,target/classes;target/test-classes,,com.github.pedrovgs.problem50.UniqueCharsTest1,com.github.pedrovgs.problem50.UniqueChars,com.github.pedrovgs.problem50,,,,
algorithms,50b,src/main/java,target/classes,target/test-classes,target/classes;target/test-classes,,com.github.pedrovgs.problem50.UniqueCharsTest2,com.github.pedrovgs.problem50.UniqueChars,com.github.pedrovgs.problem50,,,,
algorithms,51a,src/main/java,target/classes,target/test-classes,target/classes;target/test-classes,,com.github.pedrovgs.problem51.ReverseStringTest1,com.github.pedrovgs.problem51.ReverseString,com.github.pedrovgs.problem51,,,,
algorithms,51b,src/main/java,target/classes,target/test-classes,target/classes;target/test-classes,,com.github.pedrovgs.problem51.ReverseStringTest2,com.github.pedrovgs.problem51.ReverseString,com.github.pedrovgs.problem51,,,,
algorithms,52a,src/main/java,target/classes,target/test-classes,target/classes;target/test-classes,,com.github.pedrovgs.problem52.ReplaceSpacesTest1,com.github.pedrovgs.problem52.ReplaceSpaces,com.github.pedrovgs.problem52,,,,
algorithms,52b,src/main/java,target/classes,target/test-classes,target/classes;target/test-classes,,com.github.pedrovgs.problem52.ReplaceSpacesTest2,com.github.pedrovgs.problem52.ReplaceSpaces,com.github.pedrovgs.problem52,,,,
algorithms,53a,src/main/java,target/classes,target/test-classes,target/classes;target/test-classes,,com.github.pedrovgs.problem53.CompressStringTest1,com.github.pedrovgs.problem53.CompressString,com.github.pedrovgs.problem53,,,,
algorithms,53b,src/main/java,target/classes,target/test-classes,target/classes;target/test-classes,,com.github.pedrovgs.problem53.CompressStringTest2,com.github.pedrovgs.problem53.CompressString,com.github.pedrovgs.problem53,,,,
algorithms,54,src/main/java,target/classes,target/test-classes,target/classes;target/test-classes,,com.github.pedrovgs.problem54.RotateMatrixTest1,com.github.pedrovgs.problem54.RotateMatrix,com.github.pedrovgs.problem54,,,X,
algorithms,55,src/main/java,target/classes,target/test-classes,target/classes;target/test-classes,,com.github.pedrovgs.problem55.RewriteRowAndColumnsWithZerosTest1,com.github.pedrovgs.problem55.RewriteRowAndColumnsWithZeros,com.github.pedrovgs.problem55,,,,
algorithms,56,src/main/java,target/classes,target/test-classes,target/classes;target/test-classes,,com.github.pedrovgs.problem56.IsRotationUsingIsSubstringTest1,com.github.pedrovgs.problem56.IsRotationUsingIsSubstring,com.github.pedrovgs.problem56,,,,
